FIELD_Sample_ID,Other_ID,Source,DOI,TITLE,JOURNAL,AUTHOR,YEAR,District_Name,Deposit,Deposit_Type,Magma_Series,Deposit_Class,Contained_Cu,Company,Block_ID,Hole_ID,UTAS_Catalogue_ID,Project_Name,WGS84_Longitude,WGS84_Latitude,UTM_East,UTM_North,Elevation_m,DDH_Depth,Relationship to ore,Ore score,Epoch/Era,Ore Start,Ore Age err,Ore Age Source,Age (Ma),Age err,Age Source,Prestep calc,Distance_To_Deposit_Centre,UTM_Coord_System,Sampler,Country,Material,Survey_Method,Primary_Sample_Type,Sample_Type,Laboratory_Prep,Laboratory_Analytical,Sulfide_Present,Outcrop_Lith_Category,Rock_Type,Unit_name,Unit_Code,Alteration_Type,Vein_Types,Description,Int_or_volc,NoName,SiO2_pct,Al2O3_pct,Fe2O3_pct,FeO,FeO_pct,MgO_pct,CaO_pct,Na2O_pct,K2O_pct,TiO2_pct,P2O5_pct,MnO_pct,Cr2O3_pct,LOI_pct,H2O+,H2O-,H2O_pct,TOTAL C,TOTAL S,CO2_pct,Sum,Ag_ppm,Al_ppm,As_ppm,Au_ppm,B_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_ppm,Cd_ppm,Ce_ppm,Cl_ppm,Co_ppm,Cr_ppm,CO2_1,Cs_ppm,Cu_ppm,Dy_ppm,Er_ppm,Eu_ppm,F_ppm,Fe_ppm,Ga_ppm,Gd_ppm,Ge_ppm,Hf_ppm,Hg_ppb,Ho_ppm,In_ppm,K_ppm,La_ppm,Li_ppm,Lu_ppm,Mg_ppm,Mn_ppm,Mo_ppm,Na_ppm,Nb_ppm,Nd_ppm,Ni_ppm,P_ppm,Pb_ppm,Pd_ppb,Pr_ppm,Pt_ppb,Rb_ppm,Re_ppb,Sb_ppm,Sc_ppm,Se_ppm,Si_ppm,Sm_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,Tm_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm,ND143_ND144,ND143_ND144 i,eNd,PB206_PB204,PB207_PB204,PB208_PB204,SR87_SR86,SR87_SR86 i,AI,Eu/Eu*,Eu/Eu*/Yb(N),Sm(N)/Yb(N),La(N)/Yb(N),Sr/Y,Sr/Zr,(Sr/Y)/Zr,Sr/Yb,(Sr/Y)/Yb,V/Sc,Ba/Y,Fertility
98-567,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38.5,0.4,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,Fortuna Clara,,,,,,,67.2,16.7,3.16,,2.843368,1.09,3.96,4.65,2.57,0.47,0.06,0.06,,,,,,,,,99.93,,,,,,663,,,,,31.6,,,,,3.19,,1.31,0.62,0.62,,,,1.67,,2.07,,0.24,,,16.6,,0.1,,,,,4.61,13.3,,,14,,3.6,,52,,,,,,2.48,,495,0.35,0.23,,3.25,,,,0.91,,,6.82,0.63,,77,,,,,,,,,29.828851,,,,,,,,,,,,1
98-570,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38.5,0.4,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,Fortuna Clara,,,,,,,68.2,15.7,3.46,,3.113308,1.26,2.97,4.02,3.51,0.52,0.14,0.02,,,,,,,,,99.73,,,,,,686,,,,,45.5,,,,,8.73,,2.42,1.32,0.8,,,,2.88,,4.1,,0.47,,,22.8,,0.23,,,,,11.6,20.1,,,7,,5.36,,216,,,,,,3.68,,560,1.18,0.4,,19.97,,,,5.81,,,13.28,1.51,,64,,,,,,,,,40.561224,,,,,,,,,,,,1
98-572,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38.5,0.4,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,Fortuna Clara,,,,,,,65.5,17,3.91,,3.518218,1.47,3.85,4.34,2.98,0.52,0.18,0.05,,,,,,,,,99.73,,,,,,719,,,,,50.2,,,,,4.81,,2.35,1.26,1.01,,,,2.89,,8.25,,0.45,,,23.9,,0.22,,,,,8.24,22,,,10,,5.77,,108,,,,,,3.75,,626,0.65,0.39,,16.05,,,,5.87,,,11.74,1.43,,116,,,,,,,,,35.205696,,,,,,,,,,,,1
98-575,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38.5,0.4,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,Fortuna Clara,,,,,,,66.9,16.4,3.11,,2.798378,1.29,3.54,4.66,3.02,0.42,0.16,0.02,,,,,,,,,99.59,,,,,,568,,,,,33.5,,,,,4.15,,1.63,0.82,0.74,,,,2.03,,1.91,,0.29,,,16.1,,0.14,,,,,6.34,15.5,,,7,,3.98,,108,,,,,,2.79,,608,0.41,0.27,,8.3,,,,2.38,,,8.74,0.9,,80,,,,,,,,,34.452438,,,,,,,,,,,,1
98-577,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38.5,0.4,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,Fortuna Clara,,,,,,,68.4,15.4,2.95,,2.65441,1.67,3.35,4.1,3.3,0.42,0.14,0.04,,,,,,,,,99.79,,,,,,795,,,,,34.3,,,,,8.22,,2.19,1.2,0.73,,,,2.55,,3.01,,0.39,,,17,,0.2,,,,,8.2,16,,,9,,4.08,,135,,,,,,3.27,,604,0.82,0.35,,9.6,,,,3.28,,,10.65,1.29,,63,,,,,,,,,40.016103,,,,,,,,,,,,1
98-529,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,San Lorenzo Porphyries (El Abra),Cu-Mo,CA,Small,UNK,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38,0.4,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,San Lorenzo Porphyry,,,,,,,64.6,16.5,4.14,,3.725172,1.62,3.78,3.95,3.28,0.5,0.19,0.05,,,,,,,,,98.62,,,,,,711,,,,,50.3,,,,,3.93,,2.07,1.09,0.87,,,,2.64,,3.49,,0.41,,,29.6,,0.18,,,,,7.16,20.2,,,7,,5.45,,97,,,,,,3.6,,675,0.65,0.35,,13.38,,,,2.65,,,11.04,1.17,,121,,,,,,,,,38.796516,,,,,,,,,,,,1
98-531,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,San Lorenzo Porphyries (El Abra),Cu-Mo,CA,Small,UNK,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38,0.4,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,San Lorenzo Porphyry,,,,,,,66.7,16.2,3.23,,2.906354,1.36,3.62,4.19,3.13,0.45,0.16,0.04,,,,,,,,,99.06,,,,,,705,,,,,43.8,,,,,4.15,,1.92,1.02,0.81,,,,2.35,,3.11,,0.36,,,21.8,,0.17,,,,,7.7,18.3,,,11,,4.94,,87,,,,,,3.19,,606,0.76,0.31,,13.32,,,,4.01,,,10.49,1.17,,112,,,,,,,,,36.504065,,,,,,,,,,,,1
98-542,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,San Lorenzo Porphyries (El Abra),Cu-Mo,CA,Small,UNK,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38,0.4,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,San Lorenzo Porphyry,,,,,,,65.4,16.7,3.17,,2.852366,1.3,3.04,4.81,2.67,0.42,0.19,0.03,,,,,,,,,97.78,,,,,,717,,,,,36,,,,,1.26,,1.37,0.68,0.69,,,,1.84,,2.8,,0.25,,,18.9,,0.11,,,,,6.63,15.6,,,11,,4.09,,55,,,,,,2.67,,726,0.45,0.23,,5.52,,,,1.79,,,7.54,0.72,,117,,,,,,,,,33.58714,,,,,,,,,,,,1
98-545,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,San Lorenzo Porphyries (El Abra),Cu-Mo,CA,Small,UNK,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38,0.4,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,San Lorenzo Porphyry,,,,,,,70.8,15,2.09,,1.880582,0.73,2.1,4.21,3.95,0.26,0.09,0.05,,,,,,,,,99.34,,,,,,472,,,,,29.5,,,,,1.71,,1.06,0.57,0.45,,,,1.3,,2.76,,0.2,,,17.7,,0.13,,,,,6.48,10.4,,,9,,3,,125,,,,,,1.78,,459,0.58,0.17,,15.68,,,,7.02,,,5.8,0.74,,77,,,,,,,,,42.584167,,,,,,,,,,,,1
98-546,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,San Lorenzo Porphyries (El Abra),Cu-Mo,CA,Small,UNK,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38,0.4,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,San Lorenzo Porphyry,,,,,,,68.4,16,2.83,,2.546434,0.91,3.11,4.54,3.32,0.37,0.15,0.06,,,,,,,,,99.69,,,,,,688,,,,,44.2,,,,,1.47,,1.52,0.8,0.73,,,,1.94,,3,,0.28,,,24.6,,0.13,,,,,6.78,17,,,11,,4.7,,73,,,,,,2.73,,584,0.6,0.26,,12.95,,,,4.3,,,7.8,0.88,,93,,,,,,,,,35.606061,,,,,,,,,,,,1
98-560,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,San Lorenzo Porphyries (El Abra),Cu-Mo,CA,Small,UNK,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38,0.4,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,San Lorenzo Porphyry,,,,,,,65.4,19.9,3.87,,3.482226,0.62,0.51,1.96,3.17,0.9,0.07,,,,,,,,,,96.41,,,,,,439,,,,,60.4,,,,,5.75,,1.48,0.74,0.83,,,,2.24,,3.86,,0.25,,,30.9,,0.14,,,,,6.86,25.4,,,15,,6.79,,77,,,,,,4.06,,254,0.46,0.28,,11.76,,,,5.02,,,7.17,0.9,,140,,,,,,,,,60.543131,,,,,,,,,,,,1
98-562,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,San Lorenzo Porphyries (El Abra),Cu-Mo,CA,Small,UNK,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38,0.4,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,San Lorenzo Porphyry,,,,,,,70.9,15.5,2.07,,1.862586,0.76,1.56,4.25,3.71,0.35,,0.02,,,,,,,,,99.03,,,,,,787,,,,,45.8,,,,,8.59,,2.24,1.26,0.54,,,,2.64,,5.14,,0.43,,,22.8,,0.23,,,,,8.59,18.3,,,5,,5.11,,162,,,,,,3.52,,419,0.8,0.39,,18.45,,,,4.39,,,12.79,1.58,,188,,,,,,,,,43.48249,,,,,,,,,,,,1
98-563,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,San Lorenzo Porphyries (El Abra),Cu-Mo,CA,Small,UNK,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38,0.4,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,San Lorenzo Porphyry,,,,,,,69.9,15.6,2.33,,2.096534,0.85,2.7,4.12,3.46,0.32,0.09,0.04,,,,,,,,,99.42,,,,,,630,,,,,38,,,,,6.72,,1.75,0.98,0.56,,,,2.14,,3.19,,0.31,,,19.8,,0.16,,,,,6.73,14,,,13,,4.16,,112,,,,,,2.74,,377,0.68,0.27,,21.89,,,,4.41,,,9.28,1.2,,85,,,,,,,,,38.724169,,,,,,,,,,,,1
98-568,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,San Lorenzo Porphyries (El Abra),Cu-Mo,CA,Small,UNK,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38,0.4,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,San Lorenzo Porphyry,,,,,,,64.3,15.9,8.43,,7.585314,0.41,0.58,4.66,3.35,0.6,0.13,0.01,,,,,,,,,98.33,,,,,,928,,,,,48.8,,,,,6.3,,1.16,0.67,0.47,,,,1.46,,4.57,,0.22,,,28.5,,0.13,,,,,8.65,16,,,62,,4.77,,110,,,,,,2.32,,357,0.72,0.19,,19.14,,,,3.11,,,6,0.89,,163,,,,,,,,,41.777778,,,,,,,,,,,,1
98-573,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,San Lorenzo Porphyries (El Abra),Cu-Mo,CA,Small,UNK,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38,0.4,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,San Lorenzo Porphyry,,,,,,,68.1,16.1,2.79,,2.510442,1.29,2.24,3.11,4.84,0.41,0.14,0.03,,,,,,,,,99,,,,,,870,,,,,60.9,,,,,3.74,,1.12,0.59,0.56,,,,1.64,,2.73,,0.21,,,41.7,,0.09,,,,,6.19,18.1,,,9,,5.63,,121,,,,,,2.42,,403,0.71,0.19,,19.85,,,,4.15,,,6.42,0.6,,86,,,,,,,,,53.397213,,,,,,,,,,,,1
98-555,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38.5,0.4,Ballard et al 2002,,,,Ballard_ 2001,Chile,,,,,,,,,,Fortuna Leucocratic intrusion,,,,,,,71.3,17.3,0.31,,0.278938,0.11,3,6.33,0.61,0.7,0.03,0.01,,,,,,,,,99.74,,,,,,179,,,,,74.2,,,,,1.15,,3.64,2.02,1.12,,,,4.47,,3.21,,0.71,,,30.5,,0.33,,,,,16.77,35.9,,,7,,9.27,,18,,,,,,6.5,,539,1.64,0.59,,5.33,,,,2.24,,,18.5,2.28,,116,,,,,,,,,7.164179,,,,,,,,,,,,1
98-557,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38.5,0.4,Ballard et al 2002,,,,Ballard_ 2001,Chile,,,,,,,,,,Fortuna Leucocratic intrusion,,,,,,,77.5,12.2,0.79,,0.710842,0.12,0.61,2.76,6.01,0.12,,0.01,,,,,,,,,100.11,,,,,,98,,,,,67,,,,,4.12,,2.24,1.3,0.25,,,,2.74,,2.89,,0.44,,,33.5,,0.27,,,,,9.95,24.4,,,15,,7.19,,162,,,,,,3.95,,62,1.35,0.38,,50.82,,,,12.11,,,13.39,1.66,,59,,,,,,,,,64.526316,,,,,,,,,,,,1
98-558,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,2,Eocene,37.2,0.4,Campbell et al. 1984,38.5,0.4,Ballard et al 2002,,,,Ballard_ 2001,Chile,,,,,,,,,,Fortuna Leucocratic intrusion,,,,,,,76.4,12.4,0.95,,0.85481,0.39,0.83,3.05,5.27,0.24,0.04,0.01,,,,,,,,,99.67,,,,,,296,,,,,57.5,,,,,3.75,,2.23,1.41,0.34,,,,2.45,,3.43,,0.45,,,29.3,,0.29,,,,,11.31,20.2,,,14,,6.06,,144,,,,,,3.29,,115,1.36,0.35,,32.34,,,,6.84,,,13.91,1.86,,86,,,,,,,,,59.32914,,,,,,,,,,,,1
00-189,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,3,Eocene,37.2,0.4,Campbell et al. 1984,42.9,0.5,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,Pajonal Diorite,,,,,,,67.7,14.7,3.88,,3.491224,1.31,2.82,3.16,4.82,0.67,0.13,0.06,,,,,,,,,99.29,,,,,,621,,,,,72.6,,,,,8.71,,5.01,2.85,0.82,,,,4.72,,9.17,,0.98,,,33.3,,0.44,,,,,12.58,30.8,,,13,,8.17,,231,,,,,,5.82,,219,1.11,,,42.73,,,,10.77,,,27.46,2.89,,340,,,,,,,,,50.619323,,,,,,,,,,,,0
00-194,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,3,Eocene,37.2,0.4,Campbell et al. 1984,42.9,0.5,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,Pajonal Diorite,,,,,,,61,15.7,6.47,,5.821706,2.84,5.19,3.57,3.42,0.86,0.24,0.12,,,,,,,,,99.42,,,,,,557,,,,,86.1,,,,,11.82,,3.52,2.06,1.07,,,,6.13,,7.83,,0.69,,,39.1,,0.37,,,,,13.05,38.4,,,14,,9.95,,179,,,,,,7.42,,411,1.06,,,38.26,,,,11.51,,,19.93,2.47,,291,,,,,,,,,41.677763,,,,,,,,,,,,0
00-196,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,3,Eocene,37.2,0.4,Campbell et al. 1984,42.9,0.5,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,Pajonal Diorite,,,,,,,63.4,15.7,5.23,,4.705954,2.02,3.91,3.63,4.27,0.85,0.18,0.09,,,,,,,,,99.26,,,,,,617,,,,,69,,,,,6.4,,4.23,2.43,0.94,,,,4.84,,8.32,,0.84,,,31.6,,0.37,,,,,13.01,30.4,,,15,,7.83,,148,,,,,,5.68,,315,1.02,,,28.09,,,,8.51,,,23.53,2.53,,330,,,,,,,,,45.480839,,,,,,,,,,,,0
00-197,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,3,Eocene,37.2,0.4,Campbell et al. 1984,42.9,0.5,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,Pajonal Diorite,,,,,,,65,15.6,4.6,,4.13908,1.61,3.26,3.63,4.54,0.79,0.17,0.06,,,,,,,,,99.24,,,,,,585,,,,,61.7,,,,,8.54,,5.43,2.99,0.86,,,,4.35,,8.43,,1.06,,,28.8,,0.46,,,,,13.26,27.8,,,15,,7.25,,180,,,,,,5.43,,282,1.11,,,32.97,,,,7.69,,,29.56,3.18,,317,,,,,,,,,47.162577,,,,,,,,,,,,0
00-199,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,3,Eocene,37.2,0.4,Campbell et al. 1984,42.9,0.5,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,Pajonal Diorite,,,,,,,60.9,15.9,5.89,,5.299822,2.44,4.52,3.62,4.04,0.93,0.21,0.1,,,,,,,,,98.63,,,,,,659,,,,,64.6,,,,,6.67,,4.33,2.46,1.03,,,,4.78,,6.27,,0.84,,,29.7,,0.36,,,,,12.81,29.3,,,16,,7.6,,153,,,,,,5.74,,364,0.96,,,24.16,,,,6.35,,,23.7,2.56,,242,,,,,,,,,44.322845,,,,,,,,,,,,0
00-200,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,3,Eocene,37.2,0.4,Campbell et al. 1984,42.9,0.5,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,Pajonal Diorite,,,,,,,58.2,15.9,6.4,,5.75872,3.9,5.35,4.66,3.68,0.84,0.25,0.07,,,,,,,,,99.24,,,,,,610,,,,,60.4,,,,,4.24,,4.07,2.19,1,,,,4.02,,4.99,,0.79,,,28.8,,0.33,,,,,8.29,26.7,,,6,,6.94,,130,,,,,,4.97,,388,0.69,,,26.42,,,,7.12,,,21.5,2.34,,183,,,,,,,,,43.092666,,,,,,,,,,,,0
00-127,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,3,Eocene,37.2,0.4,Campbell et al. 1984,40.6,0.3,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,Central Diorite,,,,,,,62.7,17.4,5.24,,4.714952,2.61,3.87,3.64,2.48,0.72,0.23,0.05,,,,,,,,,99,,,,,,598,,,,,45.1,,,,,3.8,,2.95,1.7,0.89,,,,2.99,,4.1,,0.59,,,22,,0.24,,,,,8.05,19.8,,,9,,5.12,,89,,,,,,3.72,,481,0.61,,,12.99,,,,4.18,,,15.7,1.71,,150,,,,,,,,,40.396825,,,,,,,,,,,,0
00-128,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,3,Eocene,37.2,0.4,Campbell et al. 1984,40.6,0.3,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,Central Diorite,,,,,,,69.1,15.2,2.79,,2.510442,1.7,1.41,3.19,4.57,0.84,0.16,0.01,,,,,,,,,98.99,,,,,,618,,,,,60.8,,,,,4.47,,3.15,1.65,0.78,,,,4.03,,4.27,,0.6,,,27.8,,0.24,,,,,11.66,25.8,,,12,,6.84,,105,,,,,,4.85,,276,0.94,,,25.25,,,,5.58,,,15.73,1.76,,161,,,,,,,,,57.681693,,,,,,,,,,,,0
00-135,,Thesis,n/a,A COMPARATIVE STUDY BETWEEN THE GEOCHEMISTRY OF ORE-BEARING AND BARREN CALC-ALKALINE INTRUSIONS,PhD Thesis,Ballard,2001,Chuqui-El Abra,El Abra,Cu-Mo,CA,N/A,N/A,Codelco,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,3,Eocene,37.2,0.4,Campbell et al. 1984,40.6,0.3,Ballard thesis,,,,Ballard_ 2001,Chile,,,,,,,,,,Central Diorite,,,,,,,65.4,15.6,4.63,,4.166074,2.07,2.42,3.41,4.2,0.85,0.24,0.02,,,,,,,,,98.88,,,,,,599,,,,,63.3,,,,,5.31,,2.57,1.43,0.92,,,,4.63,,7.3,,0.5,,,28.9,,0.21,,,,,10.73,28.2,,,10,,7.34,,132,,,,,,5.32,,266,0.84,,,26.67,,,,7.26,,,13.94,1.49,,282,,,,,,,,,51.818182,,,,,,,,,,,,0
